CCN,Network,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City,State,Zip,County/Parish,dfc_new,full_address,latitude,longitude
52536,18,NATIONAL CITY DIALYSIS CENTER,01Jan2020-31Dec2023,3.0,1,303 W. 26th Street,,National City,CA,91950,San Diego,existing,"303 W. 26th Street, National City, CA 91950",32.659075,-117.104465
52538,18,DaVita Inglewood Dialysis,01Jan2020-31Dec2023,1.0,1,125 E. Arbor Vitae St,,Inglewood,CA,90301,Los Angeles,existing,"125 E. Arbor Vitae St, Inglewood, CA 90301",33.952929,-118.356192
52541,18,DaVita Palm Springs Dialysis,01Jan2020-31Dec2023,2.0,1,1061 N. Indian Canyon Drive,,Palm Springs,CA,92262,Riverside,existing,"1061 N. Indian Canyon Drive, Palm Springs, CA 92262",33.837152,-116.546414
52543,17,FMC EUREKA,01Jan2020-31Dec2023,5.0,1,2765 TIMBER RIDGE LANE,,EUREKA,CA,95503,Humboldt,existing,"2765 TIMBER RIDGE LANE, EUREKA, CA 95503",40.78026,-124.13703
52544,18,FMCNA OF CULVER CITY,01Jan2020-31Dec2023,4.0,1,9432 Venice Blvd.,,Culver City,CA,90230,Los Angeles,existing,"9432 Venice Blvd., Culver City, CA 90230",34.024831,-118.395456
52545,18,U.S. Renal Care Northridge Roscoe Dialysis,01Jan2020-31Dec2023,4.0,1,"18546 Roscoe Blvd., Suite 108",,Northridge,CA,91324,Los Angeles,existing,"18546 Roscoe Blvd., Suite 108, Northridge, CA 91324",34.220389,-118.537548
52546,17,DaVita Daly City Dialysis,01Jan2020-31Dec2023,4.0,1,1498 SOUTHGATE AVENUE,STE 101,DALY CITY,CA,94015,San Mateo,existing,"1498 SOUTHGATE AVENUE, DALY CITY, CA 94015",37.675234,-122.476025
52549,18,FRESENIUS MEDICAL CARE BURBANK,01Jan2020-31Dec2023,5.0,1,"2031 Alameda Avenue, Suite 202",,Burbank,CA,91506,Los Angeles,existing,"2031 Alameda Avenue, Suite 202, Burbank, CA 91506",34.159893,-118.323795
52550,18,Loma Linda University Kidney Center,01Jan2020-31Dec2023,,260,11375 Anderson Street,,Loma Linda,CA,92354,San Bernardino,existing,"11375 Anderson Street, Loma Linda, CA 92354",34.04684,-117.260575
52552,18,DaVita Upland Dialysis,01Jan2020-31Dec2023,2.0,1,600 N. 13th Avenue,,Upland,CA,91786,San Bernardino,existing,"600 N. 13th Avenue, Upland, CA 91786",34.101185,-117.63328
52553,17,DaVita Chico Dialysis Center,01Jan2020-31Dec2023,4.0,1,530 Cohasset Road,,CHICO,CA,95926,Butte,existing,"530 Cohasset Road, CHICO, CA 95926",39.751955,-121.849109
52554,18,DaVita Valley Dialysis Center,01Jan2020-31Dec2023,2.0,1,"6840 Sepulveda Blvd, Suite 101",,VAN NUYS,CA,91405,Los Angeles,existing,"6840 Sepulveda Blvd, Suite 101, VAN NUYS, CA 91405",34.195253,-118.465661
52555,17,Satellite Healthcare Capitola,01Jan2020-31Dec2023,5.0,1,3801 CLARES STREET,,CAPITOLA,CA,95010,Santa Cruz,existing,"3801 CLARES STREET, CAPITOLA, CA 95010",36.978312,-121.96767
52556,18,U.S. Renal Care Skypark Dialysis,01Jan2020-31Dec2023,4.0,1,3295 Skypark Drive,,Torrance,CA,90505,Los Angeles,existing,"3295 Skypark Drive, Torrance, CA 90505",33.809959,-118.345383
52560,17,DaVita San Pablo Dialysis,01Jan2020-31Dec2023,3.0,1,13352 SAN PABLO AVENUE,,SAN PABLO,CA,94806,Contra Costa,existing,"13352 SAN PABLO AVENUE, SAN PABLO, CA 94806",38.000156,-122.321592
52561,18,DaVita Victor Valley Dialysis,01Jan2020-31Dec2023,2.0,1,16049 Kamana Road,,Apple Valley,CA,92307,San Bernardino,existing,"16049 Kamana Road, Apple Valley, CA 92307",34.542631,-117.270923
52563,17,DaVita Yuba City Dialysis Center,01Jan2020-31Dec2023,3.0,1,1525 PLUMAS COURT SUITE A,,YUBA CITY,CA,95991,Sutter,existing,"1525 PLUMAS COURT SUITE A, YUBA CITY, CA 95991",39.153071,-121.617698
52564,18,DaVita Garfield Hemodialysis Center,01Jan2020-31Dec2023,3.0,1,118 Hilliard Avenue,,Monterey Park,CA,91754,Los Angeles,existing,"118 Hilliard Avenue, Monterey Park, CA 91754",34.067104,-118.123565
52565,17,DaVita Silverado Dialysis,01Jan2020-31Dec2023,5.0,1,1100 TRANCAS ST,STE 266 AND 267,NAPA,CA,94558,Napa,existing,"1100 TRANCAS ST, NAPA, CA 94558",38.323648,-122.298387
52567,17,DaVita Vallejo Dialysis,01Jan2020-31Dec2023,4.0,1,830 REDWOOD STREET,,VALLEJO,CA,94590,Solano,existing,"830 REDWOOD STREET, VALLEJO, CA 94590",38.123169,-122.254288
52568,17,DaVita Pleasanton Dialysis Center,01Jan2020-31Dec2023,5.0,1,5720 STONERIDGE MALL ROAD #160,,PLEASANTON,CA,94588,Alameda,existing,"5720 STONERIDGE MALL ROAD #160, PLEASANTON, CA 94588",37.691532,-121.93102
52569,17,DaVita South Sacramento Dialysis Center,01Jan2020-31Dec2023,3.0,1,8275 Bruceville Rd.,,Sacramento,CA,95823,Sacramento,existing,"8275 Bruceville Rd., Sacramento, CA 95823",38.456973,-121.417058
52571,17,DaVita Union City Dialysis Center,01Jan2020-31Dec2023,5.0,1,32930 ALVARADO-NILES ROAD #300,,UNION CITY,CA,94587,Alameda,existing,"32930 ALVARADO-NILES ROAD #300, UNION CITY, CA 94587",37.595273,-122.046688
52572,17,Satellite Healthcare East San Jose,01Jan2020-31Dec2023,5.0,1,2121 ALEXIAN DRIVE,,SAN JOSE,CA,95116,Santa Clara,existing,"2121 ALEXIAN DRIVE, SAN JOSE, CA 95116",37.360254,-121.847905
52574,18,DaVita Downey Dialysis Center,01Jan2020-31Dec2023,1.0,1,9041 Imperial Hwy.,,Downey,CA,90242,Los Angeles,existing,"9041 Imperial Hwy., Downey, CA 90242",33.917537,-118.136065
52576,18,FRESENIUS MEDICAL CARE BALBOA - KEARNY MESA,01Jan2020-31Dec2023,4.0,1,"7927 Ostrow Street, Suite A",,San Diego,CA,92111,San Diego,existing,"7927 Ostrow Street, Suite A, San Diego, CA 92111",32.812891,-117.154988
52578,17,RAI HARDING BLVD,01Jan2020-31Dec2023,4.0,1,1781 Santa Clara Drive,,ROSEVILLE,CA,95661,Placer,existing,"1781 Santa Clara Drive, ROSEVILLE, CA 95661",38.74712,-121.262519
52579,18,CONEJO VALLEY RENAL CENTER,01Jan2020-31Dec2023,4.0,1,"227 W. Janss Road, Suite 115",,Thousand Oaks,CA,91360,Ventura,existing,"227 W. Janss Road, Suite 115, Thousand Oaks, CA 91360",34.206805,-118.884316
52580,18,DaVita Covina Dialysis Center,01Jan2020-31Dec2023,3.0,1,1547 W. Garvey Avenue North,,West Covina,CA,91790,Los Angeles,existing,"1547 W. Garvey Avenue North, West Covina, CA 91790",34.072962,-117.939623
52581,18,U.S. Renal Care Gardena Dialysis - Redondo,01Jan2020-31Dec2023,3.0,1,"1045 W. Redondo Beach Blvd., Suite 105",,Gardena,CA,90247,Los Angeles,existing,"1045 W. Redondo Beach Blvd., Suite 105, Gardena, CA 90247",33.892846,-118.293037
52583,17,U.S. RENAL CARE MONTEREY DIALYSIS,01Jan2020-31Dec2023,5.0,1,2066 NORTH FREMONT BLVD,,MONTEREY,CA,93940,Monterey,existing,"2066 NORTH FREMONT BLVD, MONTEREY, CA 93940",36.599824,-121.893466
52584,17,DaVita Merced Dialysis,01Jan2020-31Dec2023,4.0,1,"3393 G STREET, SUITE A",,MERCED,CA,95340,Merced,existing,"3393 G STREET, SUITE A, MERCED, CA 95340",37.326147,-120.46997
52585,18,U.S. Renal Care Van Nuys Dialysis,01Jan2020-31Dec2023,2.0,1,"14624 Sherman Way, Suite 106",,Van Nuys,CA,91405,Los Angeles,existing,"14624 Sherman Way, Suite 106, Van Nuys, CA 91405",34.200383,-118.451677
52589,18,FMC-University Dialysis Center of Orange,01Jan2020-31Dec2023,3.0,1,1809 W. Chapman Avenue,,Orange,CA,92868,Orange,existing,"1809 W. Chapman Avenue, Orange, CA 92868",33.78828,-117.872149
52590,18,RAI - COMPTON - LOS ANGELES,01Jan2020-31Dec2023,2.0,1,11859 Compton Avenue,,Los Angeles,CA,90059,Los Angeles,existing,"11859 Compton Avenue, Los Angeles, CA 90059",33.924845,-118.246568
52591,18,DaVita Pomona Dialysis,01Jan2020-31Dec2023,3.0,1,2111 N. Garey Avenue,,Pomona,CA,91767,Los Angeles,existing,"2111 N. Garey Avenue, Pomona, CA 91767",34.08627,-117.75147
52597,18,DaVita Mission Viejo Dialysis,01Jan2020-31Dec2023,4.0,1,27640 Marguerite Parkway,,Mission Viejo,CA,92692,Orange,existing,"27640 Marguerite Parkway, Mission Viejo, CA 92692",33.562328,-117.657316
52600,17,Satellite Healthcare South San Jose,01Jan2020-31Dec2023,5.0,1,393 BLOSSOM HILL ROAD SUITE 110,,SAN JOSE,CA,95123,Santa Clara,existing,"393 BLOSSOM HILL ROAD SUITE 110, SAN JOSE, CA 95123",37.251925,-121.82699
52601,17,DaVita Lakeport Dialysis Center,01Jan2020-31Dec2023,4.0,1,244 PECKHAM COURT,,LAKEPORT,CA,95453,Lake,existing,"244 PECKHAM COURT, LAKEPORT, CA 95453",39.026045,-122.917242
52602,17,DaVita Salinas Valley Dialysis Center,01Jan2020-31Dec2023,4.0,1,"955 Blanco Circle, Ste. #C",,Salinas,CA,93901,Monterey,existing,"955 Blanco Circle, Ste. #C, Salinas, CA 93901",36.655923,-121.637551
52604,17,DaVita Manzanita Dialysis Center,01Jan2020-31Dec2023,3.0,1,4005 MANZANITA AVENUE,STE 17,CARMICHAEL,CA,95608,Sacramento,existing,"4005 MANZANITA AVENUE, CARMICHAEL, CA 95608",38.638558,-121.329599
52606,18,"Santa Barbara Artificial Kidney Center, LLC",01Jan2020-31Dec2023,4.0,1,1704 State Street,,Santa Barbara,CA,93101,Santa Barbara,existing,"1704 State Street, Santa Barbara, CA 93101",34.428642,-119.711015
52608,17,DaVita Fresno Dialysis,01Jan2020-31Dec2023,3.0,1,4308 WEST SHAW AVENUE,STE 101,FRESNO,CA,93722,Fresno,existing,"4308 WEST SHAW AVENUE, FRESNO, CA 93722",36.809161,-119.869309
52609,17,Satellite Healthcare Sonora,01Jan2020-31Dec2023,3.0,1,18330 HWY 108,,JAMESTOWN,CA,95327,Tuolumne,existing,"18330 HWY 108, JAMESTOWN, CA 95327",37.916059,-120.456616
52610,17,RAI PIEDMONT,01Jan2020-31Dec2023,3.0,1,2710 TELEGRAPH AVENUE Suite #100,,OAKLAND,CA,94612,Alameda,existing,"2710 TELEGRAPH AVENUE Suite #100, OAKLAND, CA 94612",37.816491,-122.267379
52612,17,BMA OF CENTRAL VALLEY RURAL DIALYSIS,01Jan2020-31Dec2023,4.0,1,810 E. Manning Ave,,REEDLEY,CA,93654,Fresno,existing,"810 E. Manning Ave, REEDLEY, CA 93654",36.60504,-119.44091
52613,18,DaVita Eaton Canyon Dialysis,01Jan2020-31Dec2023,3.0,1,2551 E. Washington Blvd.,,Pasadena,CA,91107,Los Angeles,existing,"2551 E. Washington Blvd., Pasadena, CA 91107",34.169537,-118.097476
52614,17,DaVita Auburn Dialysis,01Jan2020-31Dec2023,5.0,1,3126 PROFESSIONAL DRIVE #100,,AUBURN,CA,95603,Placer,existing,"3126 PROFESSIONAL DRIVE #100, AUBURN, CA 95603",38.940902,-121.10032
52615,17,DaVita Napa Dialysis Center,01Jan2020-31Dec2023,3.0,1,3900-C Bel Aire Plaza #C,,NAPA,CA,94558,Napa,existing,"3900-C Bel Aire Plaza #C, NAPA, CA 94558",38.323099,-122.307399
52617,18,RAI - GARDEN GROVE BLVD - GARDEN GROVE,01Jan2020-31Dec2023,3.0,1,"12555 Garden Grove Blvd., Suite 100",,Garden Grove,CA,92843,Orange,existing,"12555 Garden Grove Blvd., Suite 100, Garden Grove, CA 92843",33.774969,-117.913797
52618,17,DaVita Fairfield Dialysis Center,01Jan2020-31Dec2023,5.0,1,4660 CENTRAL WAY,,FAIRFIELD,CA,94534,Solano,existing,"4660 CENTRAL WAY, FAIRFIELD, CA 94534",38.21965,-122.13169
52620,18,DaVita Hemet Dialysis Center,01Jan2020-31Dec2023,2.0,1,3050 W. Florida Avenue,,Hemet,CA,92545,Riverside,existing,"3050 W. Florida Avenue, Hemet, CA 92545",33.74775,-117.004037
52621,18,DaVita Brea Dialysis Center,01Jan2020-31Dec2023,3.0,1,"595 Tamarack Avenue, Suite A",,Brea,CA,92821,Orange,existing,"595 Tamarack Avenue, Suite A, Brea, CA 92821",33.92808,-117.900604
52622,18,DaVita East LA Plaza Dialysis,01Jan2020-31Dec2023,1.0,1,"1700 E Cesar E. Chavez Ave., Suite L-100",,Los Angeles,CA,90033,Los Angeles,existing,"1700 E Cesar E. Chavez Ave., Suite L-100, Los Angeles, CA 90033",34.050818,-118.217383
52624,17,FRESENIUS KIDNEY CARE OF PETALUMA,01Jan2020-31Dec2023,5.0,1,"715 SOUTH POINT BLVD., SUITE A",,PETALUMA,CA,94954,Sonoma,existing,"715 SOUTH POINT BLVD., SUITE A, PETALUMA, CA 94954",38.275589,-122.669178
52627,18,DaVita La Palma Dialysis,01Jan2020-31Dec2023,2.0,1,7880 Valley View St.,,Buena Park,CA,90620,Orange,existing,"7880 Valley View St., Buena Park, CA 90620",33.847995,-118.02714
52628,18,DaVita Hanford Dialysis,01Jan2020-31Dec2023,2.0,1,402 W. Eighth Street,,Hanford,CA,93230,Kings,existing,"402 W. Eighth Street, Hanford, CA 93230",36.3271,-119.65098
52629,17,Satellite Healthcare Watsonville,01Jan2020-31Dec2023,5.0,1,5 Nielson Street,,WATSONVILLE,CA,95076,Santa Cruz,existing,"5 Nielson Street, WATSONVILLE, CA 95076",36.928,-121.79121
52630,17,Satellite Healthcare Santa Rosa,01Jan2020-31Dec2023,3.0,1,2301 CIRCADIAN WAY #C,,SANTA ROSA,CA,95407,Sonoma,existing,"2301 CIRCADIAN WAY #C, SANTA ROSA, CA 95407",38.422015,-122.753547
52631,18,DaVita Wilshire Dialysis Center,01Jan2020-31Dec2023,1.0,1,1212 Wilshire Blvd.,,Los Angeles,CA,90017,Los Angeles,existing,"1212 Wilshire Blvd., Los Angeles, CA 90017",34.053028,-118.265441
52633,18,MISSION HILLS DIALYSIS LLC,01Jan2020-31Dec2023,1.0,1,"11550 Indian Hills Road, Suite 100",,Mission Hills,CA,91345,Los Angeles,existing,"11550 Indian Hills Road, Suite 100, Mission Hills, CA 91345",34.280224,-118.458358
52634,18,RAI - CENTINELA - INGLEWOOD,01Jan2020-31Dec2023,3.0,1,1416 Centinela Avenue,,Inglewood,CA,90302,Los Angeles,existing,"1416 Centinela Avenue, Inglewood, CA 90302",33.977146,-118.364935
52635,18,DaVita Bakersfield Brimhall Dialysis,01Jan2020-31Dec2023,3.0,1,"8501 Brimhall Road, Bldg. 500",,Bakersfield,CA,93312,Kern,existing,"8501 Brimhall Road, Bldg. 500, Bakersfield, CA 93312",35.367273,-119.094881
52637,18,DaVita Burbank Dialysis,01Jan2020-31Dec2023,3.0,1,1211 N. San Fernando Blvd.,,Burbank,CA,91504,Los Angeles,existing,"1211 N. San Fernando Blvd., Burbank, CA 91504",34.188645,-118.320084
52638,18,DaVita Simi Valley Dialysis,01Jan2020-31Dec2023,2.0,1,970 Enchanted Way,,Simi Valley,CA,93065,Ventura,existing,"970 Enchanted Way, Simi Valley, CA 93065",34.283547,-118.784583
52641,18,DaVita Huntington Beach Dialysis,01Jan2020-31Dec2023,4.0,1,"16892 Bolsa Chica Street, Suite 100",,Huntington Beach,CA,92649,Orange,existing,"16892 Bolsa Chica Street, Suite 100, Huntington Beach, CA 92649",33.716605,-118.040473
52643,18,DaVita Tower Dialysis,01Jan2020-31Dec2023,3.0,1,"8635 W. Third Street, Suite 560W",,Los Angeles,CA,90048,Los Angeles,existing,"8635 W. Third Street, Suite 560W, Los Angeles, CA 90048",34.073929,-118.380918
52644,18,FMC-Alhambra,01Jan2020-31Dec2023,3.0,1,2300 W. Valley Blvd.,,Alhambra,CA,91803,Los Angeles,existing,"2300 W. Valley Blvd., Alhambra, CA 91803",34.076669,-118.149016
52647,17,Satellite Healthcare Turlock,01Jan2020-31Dec2023,3.0,1,1729 NORTH OLIVE #9,,TURLOCK,CA,95382,Stanislaus,existing,"1729 NORTH OLIVE #9, TURLOCK, CA 95382",37.50881,-120.840195
52648,18,DaVita San Juan Capistrano South Dialysis,01Jan2020-31Dec2023,4.0,1,"31736 Rancho Viejo Road, Suite B",,SAN JUAN CAPISTRANO,CA,92675,Orange,existing,"31736 Rancho Viejo Road, Suite B, SAN JUAN CAPISTRANO, CA 92675",33.502608,-117.652473
52652,18,DaVita Paramount Dialysis Center,01Jan2020-31Dec2023,3.0,1,15625 Lakewood Blvd.,,Paramount,CA,90723,Los Angeles,existing,"15625 Lakewood Blvd., Paramount, CA 90723",33.891651,-118.142917
52653,18,CHULA VISTA DIALYSIS CENTER - SOUTH,01Jan2020-31Dec2023,5.0,1,"2252 Verus Street, Suite D",,San Diego,CA,92154,San Diego,existing,"2252 Verus Street, Suite D, San Diego, CA 92154",32.594516,-117.086597
52654,18,RAI - NORTH GAREY - POMONA,01Jan2020-31Dec2023,4.0,1,150 E. Arrow Highway,,Pomona,CA,91767,Los Angeles,existing,"150 E. Arrow Highway, Pomona, CA 91767",34.089731,-117.748323
52656,18,DIALYSIS CENTERS OF VENTURA COUNTY,01Jan2020-31Dec2023,4.0,1,"4567 Telephone Road, Suite 101",,Ventura,CA,93003,Ventura,existing,"4567 Telephone Road, Suite 101, Ventura, CA 93003",34.255991,-119.235543
52657,18,RAI - CORPORATE WAY - PALM DESERT,01Jan2020-31Dec2023,2.0,1,41-501 Corporate Way,,Palm Desert,CA,92260,Riverside,existing,"41-501 Corporate Way, Palm Desert, CA 92260",33.74679,-116.362777
52658,18,Kidney Institute of the Desert,01Jan2020-31Dec2023,4.0,1,"81715 Doctor Carreon Blvd., Suite B-2",,Indio,CA,92201,Riverside,existing,"81715 Doctor Carreon Blvd., Suite B-2, Indio, CA 92201",33.707045,-116.238575
52661,18,DaVita Corona Dialysis Center,01Jan2020-31Dec2023,4.0,1,"2057 Compton Avenue, #101",,Corona,CA,92881,Riverside,existing,"2057 Compton Avenue, #101, Corona, CA 92881",33.849593,-117.535921
52663,17,DaVita Antelope Dialysis Center,01Jan2020-31Dec2023,2.0,1,6406 TUPELO DRIVE STE-A,,CITRUS HEIGHTS,CA,95621,Sacramento,existing,"6406 TUPELO DRIVE STE-A, CITRUS HEIGHTS, CA 95621",38.704755,-121.314153
52665,18,DaVita Santa Monica Dialysis,01Jan2020-31Dec2023,3.0,1,"1260 15th Street, Suite 102",,Santa Monica,CA,90404,Los Angeles,existing,"1260 15th Street, Suite 102, Santa Monica, CA 90404",34.026164,-118.486895
52666,18,DaVita Tulare Dialysis,01Jan2020-31Dec2023,3.0,1,545 E. Tulare Avenue,,Tulare,CA,93274,Tulare,existing,"545 E. Tulare Avenue, Tulare, CA 93274",36.208431,-119.341103
52668,18,CAMARILLO DIALYSIS CENTER,01Jan2020-31Dec2023,3.0,1,"3801 Las Posas Road, Suite 103",,Camarillo,CA,93010,Ventura,existing,"3801 Las Posas Road, Suite 103, Camarillo, CA 93010",34.24188,-119.019456
52670,18,DaVita Imperial Dialysis,01Jan2020-31Dec2023,2.0,1,2738 W. Imperial Highway,,Inglewood,CA,90303,Los Angeles,existing,"2738 W. Imperial Highway, Inglewood, CA 90303",33.930715,-118.323552
52671,18,DaVita United Dialysis Center,01Jan2020-31Dec2023,3.0,1,3111 Long Beach Blvd.,,Long Beach,CA,90807,Los Angeles,existing,"3111 Long Beach Blvd., Long Beach, CA 90807",33.813845,-118.189707
52673,18,DaVita Bakersfield Dialysis Center,01Jan2020-31Dec2023,2.0,1,5143 Office Park Drive,,Bakersfield,CA,93309,Kern,existing,"5143 Office Park Drive, Bakersfield, CA 93309",35.365949,-119.059038
52674,18,DaVita Delano Dialysis,01Jan2020-31Dec2023,2.0,1,405 Dover Parkway,,Delano,CA,93215,Kern,existing,"405 Dover Parkway, Delano, CA 93215",35.755569,-119.250017
52675,17,DaVita East Bay Peritoneal Dialysis Center,01Jan2020-31Dec2023,5.0,1,13939 E 14TH STREET STE 110,,SAN LEANDRO,CA,94578,Alameda,existing,"13939 E 14TH STREET STE 110, SAN LEANDRO, CA 94578",37.713035,-122.141629
52676,17,DCI UNIVERSITY DIALYSIS CLINIC,01Jan2020-31Dec2023,3.0,1,1771 STOCKTON BLVD,,SACRAMENTO,CA,95816,Sacramento,existing,"1771 STOCKTON BLVD, SACRAMENTO, CA 95816",38.563884,-121.465609
52677,17,SAN JOAQUIN VALLEY DIALYSIS,01Jan2020-31Dec2023,4.0,1,3636 NORTH FIRST #144,,FRESNO,CA,93726,Fresno,existing,"3636 NORTH FIRST #144, FRESNO, CA 93726",36.783198,-119.771579
52678,18,GATEWAY DIALYSIS CENTER - EAST,01Jan2020-31Dec2023,4.0,1,"720 Gateway Center Drive, Suite B",,San Diego,CA,92102,San Diego,existing,"720 Gateway Center Drive, Suite B, San Diego, CA 92102",32.713671,-117.114788
52682,18,DaVita Fontana Dialysis,01Jan2020-31Dec2023,3.0,1,17590 Foothill Blvd.,,Fontana,CA,92335,San Bernardino,existing,"17590 Foothill Blvd., Fontana, CA 92335",34.107222,-117.420806
52683,18,RAI - EAST OLYMPIC - LOS ANGELES,01Jan2020-31Dec2023,1.0,1,5714 East Olympic Blvd.,,Los Angeles,CA,90022,Los Angeles,existing,"5714 East Olympic Blvd., Los Angeles, CA 90022",34.01368,-118.147834
52684,18,Peritoneal Dialysis Center of America-San Gabriel PC,01Jan2020-31Dec2023,3.0,1,"809 S. Atlantic Blvd., Suite 103",,Monterey Park,CA,91754,Los Angeles,existing,"809 S. Atlantic Blvd., Suite 103, Monterey Park, CA 91754",34.052574,-118.137445
52685,17,DaVita Hayward Dialysis Center,01Jan2020-31Dec2023,5.0,1,21615 HESPERIAN BOULEVARD SUITE F,,HAYWARD,CA,94541,Alameda,existing,"21615 HESPERIAN BOULEVARD SUITE F, HAYWARD, CA 94541",37.66082,-122.115894
52686,18,FRESENIUS MEDICAL CARE BALBOA LA MESA,01Jan2020-31Dec2023,3.0,1,5995 Severin Drive,,La Mesa,CA,91942,San Diego,existing,"5995 Severin Drive, La Mesa, CA 91942",32.787041,-116.998486
52687,18,BMA CARSON COMMUNITY DIALYSIS,01Jan2020-31Dec2023,4.0,1,"20710 S. Leapwood Avenue, Suite F",,Carson,CA,90746,Los Angeles,existing,"20710 S. Leapwood Avenue, Suite F, Carson, CA 90746",33.851313,-118.260301
52689,17,DaVita Walnut Creek Dialysis Center,01Jan2020-31Dec2023,5.0,1,404 NORTH WIGET LANE,,WALNUT CREEK,CA,94598,Contra Costa,existing,"404 NORTH WIGET LANE, WALNUT CREEK, CA 94598",37.929983,-122.029378
52690,18,EL CENTRO DESERT DIALYSIS CENTER,01Jan2020-31Dec2023,5.0,1,110 S. Fifth Street,,El Centro,CA,92243,Imperial,existing,"110 S. Fifth Street, El Centro, CA 92243",32.792386,-115.5549
52691,17,DaVita Cameron Park Dialysis,01Jan2020-31Dec2023,4.0,1,3311 COACH LN STE C,,CAMERON PARK,CA,95682,El Dorado,existing,"3311 COACH LN STE C, CAMERON PARK, CA 95682",38.6584,-120.97365
52694,17,FRESENIUS MEDICAL CARE LOS GATOS,01Jan2020-31Dec2023,5.0,1,14651 SOUTH BASCOM SUITE 100,,LOS GATOS,CA,95032,Santa Clara,existing,"14651 SOUTH BASCOM SUITE 100, LOS GATOS, CA 95032",37.255885,-121.950928
52695,18,DaVita Los Angeles Dialysis Center,01Jan2020-31Dec2023,2.0,1,3901 S. Western Avenue,,Los Angeles,CA,90062,Los Angeles,existing,"3901 S. Western Avenue, Los Angeles, CA 90062",34.014382,-118.309212
52696,18,DaVita Visalia Dialysis,01Jan2020-31Dec2023,3.0,1,5429 W. Cypress Avenue,,Visalia,CA,93277,Tulare,existing,"5429 W. Cypress Avenue, Visalia, CA 93277",36.324478,-119.351746
52699,18,High Desert Hemodialysis,01Jan2020-31Dec2023,2.0,1,"1007 W. Avenue M-14, Suite B",,Palmdale,CA,93551,Los Angeles,existing,"1007 W. Avenue M-14, Suite B, Palmdale, CA 93551",34.63351,-118.14819
52700,18,DaVita Monterey Park Dialysis Center,01Jan2020-31Dec2023,2.0,1,883 S Atlantic Blvd Unit H,,Monterey Park,CA,91754,Los Angeles,existing,"883 S Atlantic Blvd Unit H, Monterey Park, CA 91754",34.05075,-118.13854
52701,18,U.S. Renal Care Earl Street Dialysis,01Jan2020-31Dec2023,3.0,1,"20911 Earl Street, Suite 160",,Torrance,CA,90503,Los Angeles,existing,"20911 Earl Street, Suite 160, Torrance, CA 90503",33.840436,-118.358579
52703,17,RAI - WEST MARCH - STOCKTON,01Jan2020-31Dec2023,3.0,1,3115 WEST MARCH LANE SUITE A,,STOCKTON,CA,95219,San Joaquin,existing,"3115 WEST MARCH LANE SUITE A, STOCKTON, CA 95219",37.985034,-121.350478
52705,17,Fresenius N. California - Stockton,01Jan2020-31Dec2023,4.0,1,545 E. Cleveland Street,,Stockton,CA,95204,San Joaquin,existing,"545 E. Cleveland Street, Stockton, CA 95204",37.97398,-121.289343
52706,17,DaVita Atwater Dialysis,01Jan2020-31Dec2023,5.0,1,1201 COMMERCE AVE,,ATWATER,CA,95301,Merced,existing,"1201 COMMERCE AVE, ATWATER, CA 95301",37.343602,-120.611828
52707,17,DaVita Alhambra Dialysis Center,01Jan2020-31Dec2023,2.0,1,1315 ALHAMBRA BLVD #100,,SACRAMENTO,CA,95816,Sacramento,existing,"1315 ALHAMBRA BLVD #100, SACRAMENTO, CA 95816",38.56849,-121.466764
52708,18,FRESENIUS MEDICAL CARE NORTH COAST KIDNEY CENTER,01Jan2020-31Dec2023,4.0,1,"3300 Vista Way, Suite A",,Oceanside,CA,92056,San Diego,existing,"3300 Vista Way, Suite A, Oceanside, CA 92056",33.181154,-117.315555
52709,17,DaVita Vacaville Dialysis Center,01Jan2020-31Dec2023,4.0,1,941 MERCHANT ST,,VACAVILLE,CA,95688,Solano,existing,"941 MERCHANT ST, VACAVILLE, CA 95688",38.347553,-121.996192
52710,18,"La Puente Dialysis Center, Inc.",01Jan2020-31Dec2023,3.0,1,14557 Temple Avenue,,La Puente,CA,91744,Los Angeles,existing,"14557 Temple Avenue, La Puente, CA 91744",34.04121,-117.96806
52711,17,SOUTHGATE DIALYSIS,01Jan2020-31Dec2023,2.0,1,7231 E SOUTHGATE DRIVE,,SACRAMENTO,CA,95823,Sacramento,existing,"7231 E SOUTHGATE DRIVE, SACRAMENTO, CA 95823",38.49479,-121.436138
52712,18,DaVita Lambert Dialysis,01Jan2020-31Dec2023,3.0,1,12455 Washington Blvd.,,WHITTIER,CA,90602,Los Angeles,existing,"12455 Washington Blvd., WHITTIER, CA 90602",33.968018,-118.04654
52713,18,DaVita University Park Dialysis Center,01Jan2020-31Dec2023,1.0,1,3986 S. Figueroa Street,,Los Angeles,CA,90037,Los Angeles,existing,"3986 S. Figueroa Street, Los Angeles, CA 90037",34.01161,-118.28203
52714,18,Desert Cities Dialysis,01Jan2020-31Dec2023,2.0,1,12675 Hesperia Road,,Victorville,CA,92392,San Bernardino,existing,"12675 Hesperia Road, Victorville, CA 92392",34.481385,-117.290037
52715,18,U.S. Renal Care Lomita Dialysis,01Jan2020-31Dec2023,3.0,1,1830 Lomita Blvd.,,Lomita,CA,90717,Los Angeles,existing,"1830 Lomita Blvd., Lomita, CA 90717",33.797808,-118.31038
